Time,Speed_Compact_Winter_Test1,Speed_Compact_Winter_Test2,Speed_Compact_Winter_Test3,Speed_Compact_Winter_Test4,Speed_Compact_Winter_Test5,Speed_Compact_AllSeason_Test1,Speed_Compact_AllSeason_Test2,Speed_Compact_AllSeason_Test3,Speed_Compact_AllSeason_Test4,Speed_Compact_AllSeason_Test5,Speed_Compact_Summer_Test1,Speed_Compact_Summer_Test2,Speed_Compact_Summer_Test3,Speed_Compact_Summer_Test4,Speed_Compact_Summer_Test5,Speed_MidSize_Winter_Test1,Speed_MidSize_Winter_Test2,Speed_MidSize_Winter_Test3,Speed_MidSize_Winter_Test4,Speed_MidSize_Winter_Test5,Speed_MidSize_AllSeason_Test1,Speed_MidSize_AllSeason_Test2,Speed_MidSize_AllSeason_Test3,Speed_MidSize_AllSeason_Test4,Speed_MidSize_AllSeason_Test5,Speed_MidSize_Summer_Test1,Speed_MidSize_Summer_Test2,Speed_MidSize_Summer_Test3,Speed_MidSize_Summer_Test4,Speed_MidSize_Summer_Test5,Speed_FullSize_Winter_Test1,Speed_FullSize_Winter_Test2,Speed_FullSize_Winter_Test3,Speed_FullSize_Winter_Test4,Speed_FullSize_Winter_Test5,Speed_FullSize_AllSeason_Test1,Speed_FullSize_AllSeason_Test2,Speed_FullSize_AllSeason_Test3,Speed_FullSize_AllSeason_Test4,Speed_FullSize_AllSeason_Test5,Speed_FullSize_Summer_Test1,Speed_FullSize_Summer_Test2,Speed_FullSize_Summer_Test3,Speed_FullSize_Summer_Test4,Speed_FullSize_Summer_Test5
4.71,-0.025,-1.214,-0.961,-0.072,-0.187,0.266,0.471,-0.543,-0.827,-0.698,0.088,0.06,-0.084,-0.298,-0.507,-0.224,-0.708,-0.678,-0.59,0.38,-0.002,-1.162,-0.011,-0.281,-0.225,-1.078,0.349,0.062,0.577,0.71,NaN,0.088,-0.25,0.428,-0.71,-0.28,0.151,-1.08,0.493,-0.349,-1.178,0.007,0.71,-1.466,-0.568
4.72,0.524,-0.01,-0.969,0.047,0.183,0.097,0.26,1.279,0.794,-0.071,-0.165,-0.055,-0.489,0.055,0.141,-1.163,-0.004,0.228,2.057,-0.49,-0.738,0.982,-0.441,-0.037,-0.316,-0.087,0.107,-1.2,-0.56,-0.109,-0.91,0.313,-0.369,-0.609,0.677,-0.023,0.512,0.442,-0.225,0.258,-0.62,-1.265,0.253,NaN,-0.82
4.73,-0.845,-0.123,-0.144,0.127,0.082,-1.045,-0.016,0.619,-0.419,1.023,-0.143,-1.074,-0.933,-0.934,-0.923,0.256,0.929,-0.849,-0.72,0.152,-0.464,-0.285,0.23,-0.504,-0.943,1.527,0.267,-0.028,-0.196,-0.51,-0.697,-0.106,0.826,-0.802,-0.632,0.029,-0.056,-0.348,0.098,-0.025,0.337,-0.103,NaN,0.582,-0.441
4.74,-1.206,-0.491,0.031,-0.629,-1.483,NaN,0.341,-0.703,-0.074,-0.015,0.014,0.026,0.27,-0.268,0.656,-0.106,-0.122,0.352,-0.131,-0.227,-0.938,-0.265,-0.388,-1.03,0.387,0.257,0.248,-1.579,-0.564,-0.209,-0.483,0.117,-0.107,0.484,-0.374,-0.789,0.889,0.564,-0.664,-0.812,0.375,0.56,-1.073,0.055,-0.523
4.75,-0.201,0.862,NaN,-0.955,-0.422,0.183,0.385,0.385,0.135,0.094,0.54,-0.273,0.735,0.34,-0.41,0.153,-0.333,-0.765,-0.212,-0.064,0.228,-0.78,-0.323,0.318,0.477,-0.471,-1.34,-0.92,-0.023,0.153,-0.437,0.646,0.57,0.865,-0.09,-0.64,0.473,-1.481,0.552,0.05,-0.685,0.145,0.63,0.69,-0.588
4.76,-0.204,-0.397,-0.187,-0.56,-0.419,0.427,0.657,-0.308,-0.013,0.236,0.159,0.263,0.209,0.606,-0.016,0.025,-0.432,-0.489,-0.447,0.419,-0.6,-0.553,-0.306,0.316,-0.672,-0.558,0.187,-0.927,0.113,-0.413,-0.733,-0.267,0.797,0.158,0.21,0.323,-0.507,-0.371,0.373,0.211,-0.541,-0.271,-0.446,0.05,-1.304
4.77,0.348,0.524,-0.668,0.072,-0.392,-0.778,0.01,-1.527,-0.753,0.328,-0.578,0.149,-1.264,0.104,-0.673,0.259,-1.411,0.475,-0.97,-0.133,-0.086,0.161,-0.587,0.16,0.055,0.193,-0.942,0.154,-0.542,0.281,0.568,0.812,-0.278,0.245,0.055,0.202,-0.344,-0.247,0.235,0.636,-0.238,-0.984,-0.822,0.007,0.447
4.78,-1.086,0.252,0.177,-0.552,-0.055,-0.322,0.094,NaN,0.547,-0.449,0.475,0.488,0.52,-0.736,-0.477,0.272,-0.752,-0.206,-0.256,-0.057,-0.593,0.055,0.152,0.601,0.059,-0.09,-0.448,-0.706,-0.213,0.091,NaN,0.238,0.303,0.38,-0.632,-0.02,-1.473,0.695,-0.416,-1.351,0.336,0.599,0.25,-0.514,0.473
4.79,-1.387,-0.882,-0.648,-0.214,1.164,0,0.695,1.127,-0.691,0.125,0.056,0.295,-0.823,0.438,-1.162,-0.073,-1.369,-0.248,0.21,0.528,-0.493,0.22,-1.104,-0.251,0.603,0.259,-0.412,NaN,0.847,0.853,0.297,0.52,0.31,0.686,0.34,0.426,-0.39,1.185,0.183,0.508,0.365,-0.092,0.318,-0.544,-0.862
4.8,0.576,-0.1,-0.58,-0.224,-0.229,-0.291,1.228,0.019,0.582,-0.069,-0.587,-0.411,-1.012,-0.563,NaN,-0.793,0.415,-0.186,1.273,-0.166,0.329,-0.329,-0.244,0.021,-0.056,-0.975,0.437,NaN,0.488,-0.892,-0.006,-0.505,-0.382,0.834,-0.426,-0.784,-0.044,-0.444,-1.032,0.377,0.315,0.563,-1.112,0.253,0.722
4.81,0.516,0.433,0.017,-0.12,0.075,0.805,0.093,-1.333,-0.829,0.524,0.612,0.185,1.507,0.622,0.86,0.343,-0.567,-0.691,0.221,-0.382,-1.199,0.636,-0.689,-0.478,0.148,-0.057,0.898,0.662,0.442,-0.604,NaN,0.301,-0.848,-0.146,-1.41,0.15,-0.166,1.174,-0.788,-0.723,-0.262,-1.341,0.331,-0.118,-1.326
4.82,0.116,-0.831,-0.138,-0.815,-0.312,0.538,-0.626,-0.25,0.765,0.154,-0.665,-0.592,-0.937,0.49,0.962,-0.016,0.491,0.685,-0.11,0.42,NaN,-0.021,-0.162,0.189,-0.363,-0.423,0.377,-0.497,0.346,0.273,-0.627,-0.044,-0.511,0.204,-0.219,0.753,-0.081,-0.332,-0.388,0.383,0.578,-0.209,-0.044,-0.267,0.435
4.83,-0.177,0.432,0.662,-0.602,-0.669,0.111,0.115,-0.071,-0.336,-0.865,0.163,0.244,0.676,-0.806,-0.413,-1.025,0.35,0.04,-0.594,0.089,-0.199,0.499,-0.135,-0.323,1.19,-1.015,-0.511,-0.164,0.252,0.254,0.563,-0.021,-0.233,0.673,0.465,-0.812,-0.15,-1.09,-0.593,-0.307,0.745,-0.451,-0.628,-0.315,-0.848
4.84,0.112,-0.085,-0.157,-0.797,0.061,1.083,0.275,-1.022,-0.097,0.747,-0.342,0.623,0.72,0.902,0.278,1.174,-0.141,-1.023,0.86,1.253,0.927,-0.514,-0.066,-0.297,0.155,-0.404,-0.045,0.329,0.713,-0.223,0.077,0.129,1.266,-0.424,0.832,-0.744,0.351,-0.596,-0.33,-0.316,0.995,-0.418,0.099,0.013,-1.431
4.85,0.181,1.179,-0.354,0.264,-0.578,1.174,0.215,-0.312,0.524,-0.154,0.888,-0.565,0.855,-0.08,0.508,-0.295,-0.302,0.567,-1.131,-0.136,1.026,-0.575,0.079,-1.124,0.927,-0.517,-0.646,-0.659,-0.597,0.072,-0.95,0.147,0.341,0.067,-0.806,0.801,0.451,0.664,-0.003,-1.537,-0.598,0.335,0.102,0.08,-1.333
4.86,1.074,-1.163,-0.667,-0.021,0.778,-0.709,0.253,-0.175,0.077,0.076,-0.082,-0.121,-0.531,-1.128,-0.219,-1.357,-0.18,0.627,-0.442,-0.293,0.786,-0.177,-0.006,0.995,0.056,-0.123,-0.33,NaN,-0.695,-0.697,-0.598,-0.485,-0.22,0.425,-0.037,-0.736,-0.193,0.056,0.185,-0.156,-0.313,0.986,-0.414,-0.293,0.654
4.87,0.465,0.183,1.511,-0.941,-0.671,-0.26,-0.451,-0.717,-0.293,0.693,0.006,0.172,-0.152,-0.062,-0.11,-0.728,1.179,0.32,-0.292,0.899,-0.273,0.081,-1.285,-0.105,-0.3,0.041,-0.134,-0.105,0.073,0.092,0.179,NaN,-0.653,0.053,0.498,-0.189,0.726,-0.49,0.819,0.071,0.244,0.584,-0.41,0.945,-0.615
4.88,0.385,0.436,0.415,0.541,0.228,0.54,-0.142,-0.382,-0.367,0.349,-0.741,0.126,0.382,0.951,-0.422,0.2,0.586,NaN,0.051,0.196,-1.235,0.499,0.296,-0.183,1.202,-0.126,-0.079,0.511,0.076,0.553,-0.969,-0.171,-0.211,0.104,-1.251,-0.135,0.03,1.121,0.116,0.143,-0.534,-0.291,0.027,0.213,-0.132
4.89,0.361,0.048,-0.875,-0.196,0.663,NaN,-0.724,0.075,0.15,0.389,-0.546,-0.047,-0.458,0.908,-0.634,0.387,-0.891,-0.693,-1.095,0.187,-0.38,-0.006,-0.97,-0.188,0.448,0.446,0.978,-0.229,0.547,-1.099,0.129,-0.211,0.641,0.179,-0.398,-0.829,-0.725,0.486,-0.051,0.877,0.296,-0.294,-0.416,-1.034,0.634
4.9,0.354,-1.003,0.013,0.113,0.359,-0.92,-0.001,0.173,-0.296,0.135,-0.178,1.323,-0.047,-0.397,-0.425,0.405,-0.712,0.006,-0.621,-1.029,0.243,0.579,0.614,0.46,-0.458,-0.672,-0.386,1.052,0.411,0.177,-0.822,-0.966,-1.172,NaN,NaN,1.043,-0.075,0.453,-0.013,-1.112,0.061,0.81,0.682,NaN,-1.491
4.91,-0.973,-0.835,-0.437,0.412,-0.447,0.176,0.177,-0.1,0.654,-0.051,0.37,-0.191,-0.662,0.629,-0.397,-1.22,-0.541,0.409,0.111,0.266,-0.898,0.033,0.382,0.376,-0.283,-0.283,0.246,1.262,0.443,0.146,-0.142,0.57,-0.388,-0.125,0.137,0.584,0.108,0.214,-0.868,0.722,-0.719,-0.184,0.512,-0.672,0.806
4.92,0.36,-0.054,0.777,0.153,-0.216,0.115,-0.783,-0.853,-0.021,-0.446,-0.787,0.74,-0.011,-1.454,0.192,0.101,0.429,-0.025,-1.374,-0.684,-0.117,0.123,0.188,-0.027,0.463,-0.182,-0.948,-1.299,0.571,0.009,0.641,0.279,-1.015,1.006,0.899,0.315,-0.271,0.033,-0.234,-0.087,0.836,-0.273,0.658,NaN,0.253
4.93,-1.217,-0.108,-0.018,0.143,-0.524,0.134,-0.007,0.272,-0.158,0.163,-0.06,0.156,-1.01,0.265,-1.265,-0.048,-1.078,0.159,-0.814,-1.402,-0.858,-0.69,0.417,0.145,-0.721,0.296,-0.596,1.599,-0.138,0.973,-0.354,0.483,0.147,0.003,0.948,-0.097,-0.071,0.554,-0.131,0.361,0.071,-0.187,-0.05,0.588,-0.889
4.94,0.498,0.504,-0.494,-0.413,0.279,-1.459,-0.19,0.168,-1.264,-1.184,-0.031,0.125,-0.283,0.341,0.056,-0.29,-0.647,0.133,-0.821,0.048,-0.173,-0.829,-0.243,-0.736,-1.116,0.162,0.358,-0.725,-0.163,0.104,-0.303,-0.728,-0.387,-0.984,0.122,0.228,-0.534,-0.313,0.221,0.682,0.465,-0.418,0.485,-0.657,0.156
4.95,0.614,-0.134,-0.037,-0.14,-0.494,-0.919,-0.169,-0.069,-0.69,0.518,0.137,-0.708,1.362,1.277,1.063,-0.338,1.224,-0.925,-0.539,-0.3,-0.058,0.644,0.385,-0.482,-0.116,0.227,1.192,NaN,0.916,-0.497,-0.773,0.773,-0.032,0.317,-0.574,-0.189,-0.548,-0.033,0.588,0.395,0.231,0.365,-0.211,-0.536,-0.115
4.96,1.154,-0.173,-1.021,0.084,-0.172,-0.862,-1.489,-0.472,-0.09,-1.438,NaN,NaN,-0.919,-0.517,-0.366,0.399,-0.665,-0.589,-0.837,-0.764,-0.821,-0.136,0.18,-0.709,-0.562,-0.216,0.056,-0.1,-1.569,0.164,-0.14,-1.035,-1.127,-1.096,0.154,0.594,0.313,0.245,-0.065,0.43,0.377,0.556,-0.213,-0.258,0.339
4.97,-1.315,-0.191,0.447,-0.235,-0.533,0.273,0.02,-1.204,-1.127,0.529,0.819,-0.267,-0.491,0.081,-0.857,-0.443,-0.153,0.272,-0.009,-0.941,0.762,0.143,0.018,-0.694,-1.436,-1.205,-0.651,-0.615,-0.012,-0.497,0.41,-0.098,0.01,-0.243,-0.153,-0.598,0.635,0.338,-0.526,-0.306,-0.673,0.435,-0.199,NaN,0.387
4.98,0.164,-0.883,-0.469,1.267,-0.173,-0.556,-0.337,0.374,-0.928,-0.654,0.25,-0.602,0.314,NaN,-0.537,0.843,-0.227,1.086,0.232,0.234,-0.543,-0.044,-0.564,-0.318,0.27,-0.047,-0.643,NaN,0.273,0.694,0.726,-0.673,0.034,-0.495,-0.487,-0.311,-1.422,1.289,-0.396,-0.892,0.172,0.066,0.351,0.39,0.399
4.99,0.377,-0.224,0.047,0.538,0.156,0.117,-0.043,NaN,-0.404,0.359,0.345,-0.085,-0.023,-1.166,-0.205,-0.382,-0.342,-0.548,0.085,-0.796,-1.003,0.518,0.309,-0.879,0.907,0.924,-0.231,0.58,0.481,0.176,0.361,0.074,0.123,-0.777,0.441,-0.061,-0.222,-0.692,-0.304,0.23,-0.095,0.332,0.097,0.055,-1.044
5,-0.151,0.604,NaN,0.118,1.209,0.569,-0.567,-0.582,-0.195,1.082,0.393,-0.143,-0.673,0.88,-0.839,0.334,-0.393,0.503,NaN,-0.025,0.02,0.056,-0.478,NaN,-0.759,-1.161,-0.164,-0.078,0.332,-0.221,0.729,-0.049,0.463,0.242,0.733,-1.257,-0.031,0.573,0.127,0.411,-0.779,-0.115,0.012,0.118,-0.472
5.01,-0.469,-0.271,-0.433,NaN,0.089,0.506,-0.073,0.848,0.683,-0.174,-0.307,0.233,0.014,-1.002,0.518,-0.012,0.076,0.146,NaN,-0.294,0.252,-0.285,0.836,-0.105,0.604,-0.584,0.1,0.361,-1.244,-0.038,-0.778,-0.332,0.903,-0.694,-0.818,-1.268,0.789,-0.167,-0.419,0.815,-0.285,-0.019,-0.032,NaN,0.255
5.02,-1.495,-0.577,-0.78,-0.941,0.053,NaN,-0.387,-0.842,-0.245,0.119,-0.516,-0.544,-0.102,-0.258,-1.031,0.577,-0.909,0.487,0.207,-0.113,0.418,0.806,-0.737,0.617,-0.514,-0.097,0.224,-1.079,0.254,-0.612,-0.036,0.078,0.892,0.351,0.071,-0.068,0.641,-0.639,0.623,0.237,0.086,0.576,-0.451,0.529,0.35
5.03,-0.699,-0.153,-0.304,-0.239,-0.757,-0.39,-0.228,-0.282,-0.382,-0.86,-0.351,-0.289,-0.927,0.206,1.438,0.29,0.066,0.343,0.249,0.101,-0.986,0.004,-0.845,0.561,-0.53,0.372,-0.081,-0.09,-0.539,-0.034,-1.269,-0.883,-0.691,-0.206,0.517,-0.711,0.085,-0.301,-0.299,0.877,-0.686,-0.33,-0.078,-0.525,0.086
5.04,-1.109,0.091,0.347,1.155,1.202,-0.183,-0.032,0.428,-0.015,-0.9,-1.036,0.936,-1.293,0.485,-1.488,1.664,-0.205,0.856,0.413,-0.534,0.706,0.008,-0.972,0.014,-0.169,0.571,0.054,-0.276,0.412,0.052,0.306,-0.225,NaN,-0.07,-1.179,-0.022,-0.94,-0.098,-0.298,-0.426,-0.954,-0.905,0.752,-0.401,0.141
5.05,-0.542,-0.127,-0.785,0.243,0.27,0.803,0.258,0.057,0.929,0.146,-0.691,-0.005,-0.117,0.29,0.567,0.597,-0.973,-0.223,-0.726,1.169,0.554,-0.866,0.52,NaN,-0.294,-0.331,0.503,0.392,-0.154,0.04,0.46,0.332,-0.547,0.48,0.271,-0.734,0,-0.024,-0.645,-1.066,-0.569,0.14,-1.045,-1.067,0.128
5.06,0.117,0.377,0.324,-0.281,-0.562,-0.545,-1.012,-0.798,0.483,NaN,-0.271,0.861,-0.524,0.442,-0.329,-0.118,-0.734,-1.264,0.696,0.167,-1.03,0.189,0.855,0.376,0.494,0.328,-0.728,0.94,0.143,0.484,NaN,-0.105,-0.273,0.418,0.161,-1.418,0.329,0.199,-1.018,-0.26,0.567,-0.006,0.451,0.903,-0.45
5.07,-0.059,0.688,0.055,-0.975,0.274,0.552,0.587,-0.213,-0.723,0.323,0.064,-1.296,-0.175,-0.261,0.123,-0.047,0.022,0.049,-0.151,-0.563,-0.087,-0.893,-0.165,0.431,0.319,-1.167,0.861,0.057,-0.28,-1.298,-0.362,-0.525,-0.494,-0.184,-0.22,0.154,-1.408,0.725,0.703,-0.613,-0.26,-0.183,-0.162,-0.634,0.509
5.08,0.194,0.752,-0.524,0.024,-0.503,0.501,-0.036,-0.682,0.315,-0.292,-0.227,0.107,-1.341,0.019,0.469,1.469,1.007,-0.793,-0.016,-0.198,-0.745,0.639,-0.122,-0.797,-0.29,-0.316,0.081,-0.704,-0.451,-1.119,0.013,0.12,1.026,0.745,-0.374,-0.197,-0.187,-0.021,-0.616,-0.044,0.234,0.473,-0.172,-0.943,-0.065
5.09,-0.43,-0.657,0.831,0.678,0.691,-0.06,-0.285,-1.114,1.14,0.042,0.244,0.477,0.305,0.706,0.34,-0.224,-0.845,-0.111,0.059,0.515,0.72,0.667,-1.316,0.571,-0.822,0.551,-0.76,-0.523,-0.049,-0.227,0.58,0.542,-0.612,-0.883,0.766,-0.025,-1.298,-0.637,-0.166,0.34,-0.144,-0.641,0.016,0.674,-0.119
5.1,-1.225,-0.04,0.071,-0.419,-0.113,-0.97,-0.933,-0.21,0.726,0.651,-0.067,0.193,0.194,0.015,0.163,0.699,-0.24,-0.444,-0.447,0.049,-0.208,-0.305,0.411,0.426,0.833,0.088,0.189,-0.661,-1.05,0.25,0.04,0.117,0.511,-0.427,0.669,-0.828,0.655,0.038,-0.012,-0.432,0.074,0.137,0.044,-0.099,0.127
5.11,-0.202,0.771,0.017,0.056,0.198,-0.263,-1.082,-1.144,-0.701,0.408,-1.417,0.738,0.382,-0.679,-0.983,-0.541,1.306,-0.61,0.532,-0.344,0.742,-0.574,0.613,-0.418,-0.29,0.277,0.639,0.396,0.883,0.044,-0.279,-0.116,-0.469,0.277,-0.879,-1.331,-0.305,-0.232,-0.054,0.284,-0.483,1.127,0.385,-0.237,0.193
5.12,0.266,-0.567,-0.274,-0.357,-0.67,-0.282,0.505,-0.573,0.117,-0.539,0.229,0.287,-1.095,-0.082,-0.372,0.545,0.071,-0.06,-0.242,-0.012,-0.885,-0.493,0.315,-0.736,0.921,0.49,0.202,0.234,-1.547,-0.171,0.103,NaN,-0.001,0.515,1.127,0.225,-1.01,-0.255,0.754,-1.119,-0.097,0.47,0.157,0.517,-0.912
5.13,-0.405,-0.743,-0.977,-0.546,-0.834,0.469,-1.213,-0.658,0.086,-0.743,0.374,0.183,-0.327,0.123,0.712,0.312,0.826,-0.48,-0.283,-1.034,-0.782,0.143,0.796,-0.523,0.037,-0.032,-0.218,-0.19,-0.256,-0.698,-0.223,0.46,-0.168,0.956,0.356,0.496,0.264,-0.283,-0.193,-0.062,0.163,-0.288,0.212,-0.725,-0.254
5.14,-0.378,-0.813,-0.977,0.258,0.026,-0.925,-0.035,-0.111,-0.427,0.445,-0.898,0.041,-0.277,0.314,-1.372,-0.065,-0.932,-0.254,0.172,-0.845,-1.431,0.305,0.395,-1.154,-0.544,-0.836,-0.51,0.409,0.47,0.227,0.749,-0.189,0.212,-0.226,-0.676,-0.197,-0.403,-0.312,0.307,-0.439,-0.748,0.083,-1.223,0.788,-0.114
5.15,0.448,0.148,-0.281,0.327,-0.061,-0.055,0.627,NaN,0.535,-1.445,0.903,-0.712,-0.454,-0.366,0.312,-0.061,-0.141,0.131,-1.418,0.215,-0.087,-0.662,0.426,0.301,-0.632,0.558,-0.097,NaN,0.091,0.083,0.861,-1.228,-0.133,0.398,1.167,1.884,0.014,0.06,-0.505,0.179,-0.032,0.671,0.763,0.311,0.742
5.16,-0.259,0.165,0.394,1.436,0.003,0.135,0.167,0.699,-0.633,-1.005,0.135,-0.043,-1.022,0.241,-0.127,0.607,-0.317,-0.876,0.38,0.982,0.007,0.103,-1.107,-0.325,0.109,0.526,-0.741,-0.014,0.458,-0.624,0.436,-0.055,-0.595,0.429,-0.022,0.08,-0.006,0.028,0.76,0.307,0.144,0.862,0.067,-0.061,-0.42
5.17,-0.121,-1.138,-0.343,-0.209,0.009,-0.337,-0.603,0.36,-1.192,-0.142,0.097,-0.522,-0.38,NaN,1.051,1.317,0.42,0.307,-0.595,-0.597,0.467,0.18,-0.85,-1.338,-0.338,0.014,-0.241,0.077,-1.213,-0.467,0.413,-0.87,-0.251,-0.838,-0.555,-0.046,NaN,0.961,-1.44,-1.123,-0.204,-0.308,-1.46,0.05,-0.924
5.18,0.6,-0.898,-0.622,0.463,0.284,0.047,-0.059,0.832,-0.042,0.487,0.489,-0.709,0.166,-1.011,-0.492,0.574,-0.535,0.126,0.582,0.124,0.81,0.027,-0.392,0.325,0.062,0.033,0.313,0.601,0.126,0.633,-0.848,-0.091,0.71,-0.425,-0.307,0.051,0.548,-0.938,-1.24,-0.103,0.86,0.385,-0.487,-0.001,-0.764
5.19,0.344,-0.106,-0.642,0.527,-1.173,0.792,0.424,-0.044,-0.919,-0.851,0.535,0.56,0.052,NaN,-0.06,0.873,0.646,-0.252,0.454,-0.448,-0.033,-0.847,0.461,1.361,0.268,0.029,0.674,1.089,0.383,-0.165,0.173,-0.226,0.4,-0.301,-1.409,1.522,0.06,0.09,0.487,-1.259,0.104,-0.055,-0.629,-1.116,0.98
5.2,-0.683,-0.372,-0.508,0.458,-0.023,-0.974,1.152,-1.155,-0.329,1.019,-0.192,0.855,0.813,-0.136,-0.342,-0.041,-0.516,0.516,-0.596,-0.675,-1.596,0.167,-1.009,-0.202,-0.814,-0.832,0.421,-0.569,0.283,0.739,0.337,0.537,-0.055,-0.962,0.671,2.063,0.419,0.782,-0.087,-0.183,0.169,0.295,-0.124,-0.062,-0.962
5.21,-0.43,-0.13,NaN,1.527,-0.07,-0.558,0.13,0.245,-0.577,0.02,-0.42,-0.769,-0.128,-1.103,-0.258,0.43,0.196,0.565,-0.502,0.687,-0.404,-0.482,0.492,-0.505,0.187,-0.879,-0.534,-0.615,1.215,0.335,0.228,-0.785,0.443,0.23,1.349,1.278,-0.915,-0.173,-0.313,0.359,-0.264,-0.391,-0.781,0.839,0.213
5.22,-0.316,-0.356,0.47,0.73,0.504,-0.936,-1.142,-0.035,-0.301,-0.147,-0.419,0.156,0.336,NaN,0.142,1.163,-0.947,0.092,-0.057,0.356,-0.577,0.052,-0.441,-0.358,0.173,NaN,-1,0.682,-0.354,0.416,-0.041,0.323,-0.147,0.377,0.334,0.33,0.177,-0.64,-0.104,0.104,-0.361,0.088,-0.607,-1.163,0.838
5.23,1.001,-1.55,-0.249,-0.981,0.544,1.002,-0.856,-0.24,0.041,-0.194,-0.652,-0.498,-1.037,-0.629,-0.388,1.357,0.173,0.315,-0.55,-0.305,-0.18,-0.689,-0.914,0.542,0.373,0.179,-0.746,NaN,-0.015,0.397,-0.404,0.256,-0.667,-1.486,-0.56,0.862,-0.294,-0.175,-0.913,0.073,0.197,-0.273,0.655,-1.139,NaN
5.24,-0.398,0.169,-0.494,0.157,-0.765,-0.769,-0.811,-0.293,-0.134,0.122,-0.749,0.169,-0.363,0.524,0.854,0.482,-0.283,0.133,-0.095,0.717,0.98,-0.478,-0.619,0.565,-1.497,-0.215,-0.286,0.484,-0.243,-1.403,0.164,-0.764,0.42,-0.865,-1.181,1.609,-0.565,-0.514,-0.734,-0.674,0.124,0.228,-0.324,-1.038,-0.412
5.25,-0.55,0.176,0.033,-0.255,-0.412,-0.724,-0.677,-0.441,-0.495,-0.123,-1.177,-0.69,0.294,-0.365,0.656,0.21,0.689,-0.111,NaN,0.236,0.059,-0.041,0.774,-0.74,0.198,-0.914,-0.521,0.56,0.227,-1.136,-0.199,-1.054,0.028,0.257,-0.265,1.479,0.44,-0.616,-1.646,-0.436,-0.255,-0.561,0.281,0.346,-1.131
5.26,-0.12,-0.209,0.739,0.434,0.798,-0.032,0.482,-1.278,0.487,0.611,-0.671,-0.123,0.363,0.8,0.088,1.317,-0.829,0.698,0.088,-1.244,-0.906,-0.159,0.289,-0.217,-1.345,-0.263,0.714,-0.664,1.061,-0.683,-0.162,-0.137,0.053,0.332,-0.45,0.239,0.342,-0.577,-0.377,-0.183,0.255,-1.113,-0.911,-0.206,-1.152
5.27,0.313,0.223,0.527,0.699,0.136,0.028,0.178,0.792,0.01,-1.481,0.915,0.081,-0.351,0.056,0.203,0.618,-0.101,0.628,0.501,0.373,1.008,-0.862,0.633,-0.403,0.043,-1.24,-0.379,0.013,0.215,-0.62,NaN,0.386,-0.987,0.148,0.331,1.702,-0.137,0.35,0.164,-0.15,0.55,-0.133,-0.765,-0.009,0.325
5.28,-0.171,-0.126,1.161,1.189,0.275,-0.879,0.051,-0.386,-0.625,0.57,0.398,0.734,-1.209,-0.195,0.288,1.316,0.172,-1.318,0.2,0.592,0.254,-0.483,-0.873,-0.321,-0.503,0.999,0.317,-0.067,0.866,-1.125,-0.176,-0.847,-0.399,-0.74,0.764,1.876,0.637,0.991,0.293,-1.028,-0.062,-0.184,-0.103,0.341,-1.406
5.29,0.731,-0.459,1.113,-0.184,-0.228,-0.443,0.561,0.493,0.219,0.402,-0.501,0.47,0.411,-0.096,-1.353,0.949,-0.252,0.158,0.243,-0.156,0.259,-0.324,-0.421,-0.9,-1.01,-0.347,0.443,0.147,-0.844,-1.021,-0.892,0.088,0.242,-0.67,-0.362,1.11,-1.246,0.171,-0.532,-0.026,0.355,-0.542,0.097,-0.27,0.356
5.3,0.551,0.315,0.409,1.163,0.033,-0.285,0.22,-1.001,-1.921,-0.123,0.427,1.428,-0.159,0.103,0.151,1.458,0.902,0.438,-0.724,0.465,-0.066,0.397,-1.092,NaN,-0.36,-0.337,0.523,0.087,0.144,-0.811,-0.004,0.289,-0.185,0.496,0.495,2.19,-0.465,-0.365,-0.618,0.073,-0.386,-0.416,NaN,0.326,-0.48
5.31,1.328,-0.442,1.283,-0.578,-0.129,-0.799,-0.135,-0.24,0.106,-1.309,-1.286,1.401,-0.768,-0.582,-0.508,2.049,0.257,-0.543,0.06,-0.568,0.244,0.556,0.724,-0.957,0.032,-0.444,0.561,-0.15,0.044,0.078,-0.595,1.074,0.643,-0.082,1.131,1.567,-0.097,-0.085,-1.05,-1.342,-0.002,-0.512,0.716,0.107,-1.51
5.32,0.38,-1.009,-0.955,0.976,0.352,-0.078,0.291,0.152,-0.675,-1.007,-0.398,-0.03,-0.352,0.788,-0.829,2.043,0.324,-0.207,-0.923,0.582,-0.183,0.337,0.913,0.588,0.134,-1.065,-0.77,-0.354,-0.347,1.229,0.525,0.395,0.24,0.501,0.48,2.245,-0.75,-0.261,0.245,-0.288,-0.988,-0.541,-0.164,NaN,-0.398
5.33,NaN,0.192,0.39,0.62,-1.343,0.407,1.041,-0.956,0.611,0.353,-0.022,0.299,0.626,0.373,0.182,1.201,-0.674,-0.439,0.813,0.275,-0.004,-0.547,-0.357,-0.814,-1.194,0.499,-0.704,0.078,0.29,0.12,-0.184,0.364,-0.224,-0.614,0.84,1.497,0.314,1.517,-0.731,-0.231,0.467,-0.595,0.376,0.826,-0.721
